Ball No,Over,Bowler Name,Batter Name,Ball Type,Shot Type,Speed of Ball,Runs Scored,Match Name,Match Won By,Team 1 Score,Team 2 Score,Match Venue,Match Date
15.12Ashwin,15,15.12Ashwin,Gill,Unknown,double,N/A,2,Gujarat Titans vs Rajasthan Royals - Final,Gujarat Titans,133/3,130/9,"Narendra Modi Stadium, Ahmedabad","May 29, 2022"
